prevalence,kappa,trial,model,repeat,generation_seed,group,generated_entities,validation_entities,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.05,0,1,E,2,2026092202,context_0,1957,6515,0.043354095155360595,0.001262681356120689,0.07536625940994596,0.01854105773241014,0.02006419417458316,0.015793613791404856,4.514590822414592e-05,0.05138995508541232,0.0,0.01467000997266243,0.010768891348809099,0.004338348998526074,0.04885480670398466
0.05,0,1,E,2,2026092202,context_1,91,331,0.030717906040137903,0.011945118752285022,0.06506968672932163,0.07876813932958096,0.033996082320486856,0.04185469829699687,0.0002855743571459607,0.0534140469860136,0.0,0.028717506058895774,0.054744257873026274,0.014247327445682856,0.17017489046984224
0.05,0,1,E,2,2026092202,pooled,2048,6846,0.04170373351770129,0.0019721029849632463,0.07439050033305454,0.01876067991333646,0.02046797050393645,0.016887226651329842,4.499486888180247e-05,0.05129901558030694,0.0,0.014722275239418995,0.010592180390724033,0.004699655455375986,0.047618821131951754
0.05,0,1,E,3,2026092203,context_0,1957,6515,0.045330690795838624,0.00420160508884792,0.07111311680442244,0.016790863405348848,0.02111960109622102,0.03571260197159662,3.121039067885081e-05,0.05144108145178954,0.0,0.01467000997266243,0.012511176445822307,0.005573007474480363,0.04448318602025518
0.05,0,1,E,3,2026092203,context_1,91,331,0.04001773798505696,0.0020499685499018403,0.06775207608935176,0.08619679774936673,0.03548871329328704,0.030740751224542368,0.0011905943557179942,0.05757969675900847,0.0,0.028717506058895774,0.061105119219356796,0.021179396681908328,0.18067815116954203
0.05,0,1,E,3,2026092203,pooled,2048,6846,0.04468474554174323,0.003924079703612658,0.07095448096178267,0.016997728504406884,0.02133502181682878,0.03548095924893303,3.284250079367318e-05,0.05146456228953729,0.0,0.014722275239418995,0.012464229815942956,0.006160697456317487,0.04505733247946098
0.05,0,1,E,4,2026092204,context_0,1957,6515,0.044250471278769576,0.003179588086452662,0.07276905249109562,0.018596923130777387,0.022359663985124678,0.022585140148144098,4.0476811052307193e-05,0.051995002890137636,0.0,0.01467000997266243,0.012154492056700205,0.004493672204918119,0.04960075765311406
0.05,0,1,E,4,2026092204,context_1,91,331,0.031917855169532966,0.017343257290888786,0.06727803895123702,0.0827280678765875,0.044546009356166774,0.03528392887246459,0.00036324396305888754,0.0736251954108439,0.0,0.028717506058895774,0.04795363152276543,0.008394214594788181,0.1788692375592161
0.05,0,1,E,4,2026092204,pooled,2048,6846,0.04312044758199218,0.0036714768154413064,0.07207845889908959,0.019098170503236478,0.022836682103201722,0.023212301846375294,4.113728090544659e-05,0.05220669537672528,0.0,0.014722275239418995,0.01222508429113694,0.00456616430965045,0.047639646127538404
0.05,0,1,Ecal,0,2026092200,context_0,1957,6515,0.04691759349317165,0.004280867606788178,0.0755707193102467,0.016269164327231987,0.023555438913710314,0.018197462442993112,9.992883747568336e-05,0.05237054039819728,0.0,0.01467000997266243,0.010676896378785671,0.00543674179349873,0.046364097151314294
0.05,0,1,Ecal,0,2026092200,context_1,91,331,0.05869345897098538,0.028289881011731098,0.08179388349844251,0.08275632328935123,0.031108516277318556,0.0178982150760255,0.003799183501629486,0.05882050766461275,0.0,0.028717506058895774,0.03917324975233377,0.029291955099388416,0.18208289465923902
0.05,0,1,Ecal,0,2026092200,pooled,2048,6846,0.04719602115194366,0.005342704408750269,0.07582537763156706,0.01648765801957647,0.023344390207411414,0.018178594367707634,0.0001351677523089808,0.052255393891133366,0.0,0.014722275239418995,0.010002279853171437,0.005970433141674534,0.04542095055778689
0.05,0,1,Ecal,1,2026092201,context_0,1957,6515,0.045798585676091574,0.0005453473910999099,0.07439046856810613,0.016631260598711162,0.024647998067494847,0.019799236112278615,5.093083747085658e-05,0.052659493302456235,0.0,0.01467000997266243,0.012278512170207558,0.003927727663253589,0.048212794562141975
0.05,0,1,Ecal,1,2026092201,context_1,91,331,0.0544152614529122,0.0010523311123252724,0.09010522994699717,0.06325627876270234,0.03284021921287125,0.05046099183929681,0.0010127092637546057,0.058844123415854245,0.0,0.028717506058895774,0.03446737950732309,0.02646261029719603,0.17175278539537864
0.05,0,1,Ecal,1,2026092201,pooled,2048,6846,0.045763210943098376,0.0004616510254736943,0.07502942889682818,0.01740253595830042,0.02393659426400918,0.021273218233322927,3.837745111859737e-05,0.052276196263851916,0.0,0.014722275239418995,0.01283413752375419,0.00319274152715866,0.048057640289448485
0.05,0,1,Ecal,2,2026092202,context_0,1957,6515,0.04324797409245201,0.0012829172895079068,0.07533854380027458,0.018527014677011004,0.02017491407537808,0.015857969835023245,5.042078855262833e-05,0.051400524271234226,0.0,0.01467000997266243,0.010747667136227369,0.005076887468865826,0.04909675813028871
0.05,0,1,Ecal,2,2026092202,context_1,91,331,0.030717906040137903,0.011970990405378806,0.0651088465343693,0.0798213316773263,0.033996082320486856,0.04185469829699687,0.00022804353665308524,0.0534140469860136,0.0,0.028717506058895774,0.05700363428513654,0.012289105381743756,0.17002305299392842
0.05,0,1,Ecal,2,2026092202,pooled,2048,6846,0.04172400556862471,0.001993542033980368,0.07436582886250971,0.018816259910747018,0.0205737212283289,0.016948948155147206,4.859919399685642e-05,0.05130992941113841,0.0,0.014722275239418995,0.010571908339800599,0.0052138271897182896,0.0479458000113291
0.05,0,1,Ecal,3,2026092203,context_0,1957,6515,0.04536538177850841,0.0042353239083576496,0.07111714402144441,0.016903475319971255,0.02111960109622102,0.03590016663391532,2.5293707349683563e-05,0.0514387889474437,0.0,0.01467000997266243,0.012702194359057702,0.005722769070873144,0.04459568592215657
0.05,0,1,Ecal,3,2026092203,context_1,91,331,0.0404510655146778,0.0021722408036226612,0.06779839393375077,0.08361814355518454,0.03548871329328704,0.030740751224542368,0.0012831813509496435,0.05757969675900847,0.0,0.028717506058895774,0.05797054899595305,0.020707616814481994,0.18319858455191662
0.05,0,1,Ecal,3,2026092203,pooled,2048,6846,0.044725289643590016,0.003950964971784801,0.07096052341961159,0.01726042947898667,0.02133502181682878,0.03565971302985767,2.825762295905073e-05,0.05146122889980767,0.0,0.014722275239418995,0.012748038528870447,0.006201591483921247,0.04541470830170855
0.05,0,1,Ecal,4,2026092204,context_0,1957,6515,0.044250471278769576,0.003169758736853636,0.07275616966612819,0.018608356581675815,0.02233752000496564,0.022826200647154113,3.860083370571841e-05,0.05198474970367664,0.0,0.01467000997266243,0.012110491436135297,0.004348935086631301,0.04976545599403314
0.05,0,1,Ecal,4,2026092204,context_1,91,331,0.031917855169532966,0.017446010159651908,0.06731719842969176,0.08242787568731338,0.044546009356166774,0.03528392887246459,0.0005702973339857347,0.0736251954108439,0.0,0.028717506058895774,0.045646358931927644,0.010067608982659052,0.17863469641882965
0.05,0,1,Ecal,4,2026092204,pooled,2048,6846,0.04312044758199218,0.003667162414829607,0.07206795408127006,0.019060289643542623,0.022815531958323254,0.023442715042509846,3.938433227475605e-05,0.05219224388482435,0.0,0.014722275239418995,0.01224119871693907,0.0044232599120758,0.047917647399805724
0.05,0,2,U,0,2026092300,context_0,1958,6515,0.02949786667160542,0.0027280263042286377,0.05817058502942609,0.017295860673495766,0.020849904895829385,0.022577164339461567,3.0389209553266988e-05,0.051318359027113056,0.0,0.02251637809188664,0.012884091651027088,0.011951979710845061,0.05236225034534103
0.05,0,2,U,0,2026092300,context_1,90,331,0.048809758623881226,0.011634230872076387,0.06553142700502768,0.07213724593575846,0.039875840766285836,0.054603364772411594,0.0010077182906899403,0.057730288213839534,0.0,0.03391238670694861,0.04775628815103973,0.03274179803686311,0.17076266432228432
0.05,0,2,U,0,2026092300,pooled,2048,6846,0.029963308425299928,0.003109347940210767,0.05845881200959975,0.016683487927958852,0.020634393358726744,0.02399785843385044,3.7391595600358484e-05,0.05120979980437432,0.0,0.021296401696702435,0.011326057532994087,0.010045202827357708,0.048284369002385495
0.05,0,2,U,1,2026092301,context_0,1958,6515,0.03481907051564315,0.0025571308832308846,0.0646474882021151,0.018806342161427368,0.02184293164134976,0.02324698163535005,6.0541032588631936e-05,0.05146620104726178,0.0,0.02251637809188664,0.011657098363526523,0.007016825616782245,0.0476422261732497
0.05,0,2,U,1,2026092301,context_1,90,331,0.028823111596113494,0.019519115578276403,0.05995507323641669,0.101333640587501,0.04428530463786052,0.048309256287909025,0.0021519678674085537,0.0588242836398538,0.0,0.03391238670694861,0.07182121900064631,0.04333723706061551,0.17347053940635315
0.05,0,2,U,1,2026092301,pooled,2048,6846,0.0336857648796729,0.0033395169471212988,0.06432582681561202,0.017076010795782498,0.02181602738978683,0.024342613706617944,4.8299379939810644e-05,0.051322912837194624,0.0,0.021296401696702435,0.01003123329234317,0.0078031370986306565,0.04610591113870696
0.05,0,2,U,2,2026092302,context_0,1958,6515,0.03382316342307129,0.006817132527996004,0.062428846895301066,0.017333734576374733,0.023816695633707308,0.019725922123450187,4.122335000431493e-05,0.05181282521896893,0.0,0.02251637809188664,0.011598332396991273,0.013399412741396678,0.046910372842109256
0.05,0,2,U,2,2026092302,context_1,90,331,0.03834744604762537,0.019646613345277744,0.07166443868675502,0.08368295344021545,0.030057048853740623,0.009284700065487358,0.0010159836744246375,0.05218651664718439,0.0,0.03391238670694861,0.05939114560205258,0.037493080923045256,0.16896721377919138
0.05,0,2,U,2,2026092302,pooled,2048,6846,0.03353695242440208,0.007420798614500598,0.06271606727208567,0.015468463299520945,0.023657433125567673,0.01845003786226973,5.461170471231908e-05,0.0516558234633201,0.0,0.021296401696702435,0.0066998012044568525,0.014385597536673145,0.04693788903349388
0.05,0,2,U,3,2026092303,context_0,1958,6515,0.033730490918913225,0.007544309874189113,0.06434595153302664,0.017138379411506144,0.02073956859077164,0.02596051811919642,1.0020788957179768e-06,0.05126596735641861,0.0,0.02251637809188664,0.008942613751279731,0.008984196251380845,0.04657116217892716
0.05,0,2,U,3,2026092303,context_1,90,331,0.039011743705667026,0.007100123494464828,0.06465587832853706,0.08208476194726835,0.053904375254682384,0.08686127855734882,0.0003808926213426214,0.07709497535301314,0.0,0.03391238670694861,0.05178609869621333,0.01084890759330201,0.1754552832279368
0.05,0,2,U,3,2026092303,pooled,2048,6846,0.03385743304962813,0.00695049324321057,0.06433767289307488,0.01655359375029291,0.020486689104844302,0.028784165332828224,1.4308903516480314e-06,0.05135843404254907,0.0,0.021296401696702435,0.008325384918088558,0.008835060642017506,0.04604032782387019
0.05,0,2,U,4,2026092304,context_0,1958,6515,0.032455593235501845,0.0027855511425189457,0.061872833212171734,0.02680351400657623,0.02300348894501686,0.022267178663496368,6.553079239971855e-05,0.052218447694259956,0.0,0.02251637809188664,0.020944938694819157,0.01086455608621814,0.050721321127880525
0.05,0,2,U,4,2026092304,context_1,90,331,0.02795793004895974,0.005552793832579386,0.06270939485705204,0.08004700931075819,0.02923074601186254,0.013534472255939817,0.0016308971264043814,0.05303796444067701,0.0,0.03391238670694861,0.053988195168317855,0.04152203935294002,0.16581324520356228
0.05,0,2,U,4,2026092304,pooled,2048,6846,0.03165057939859117,0.0028759408564623112,0.061774777221061915,0.024261306384028656,0.022421870325279758,0.021875821037959875,7.619929364529611e-05,0.05206054813920231,0.0,0.021296401696702435,0.01916456766290318,0.01227550155145799,0.049661732751845954
0.05,0,2,Ucal,0,2026092300,context_0,1958,6515,0.029476713394962828,0.002721499694941238,0.05819825428442032,0.01737395977135932,0.020871972156841,0.022740417935644325,4.396778529789841e-05,0.05132182455553322,0.0,0.02251637809188664,0.012799478544456932,0.005743735456512394,0.0516672306060751
0.05,0,2,Ucal,0,2026092300,context_1,90,331,0.048809758623881226,0.011574860239846111,0.06560144397024749,0.07248956493863229,0.04035753633468661,0.05511710997264324,0.0011894588400994158,0.05796978746640094,0.0,0.03391238670694861,0.048217968668121905,0.03760060131332383,0.1734281506055273
0.05,0,2,Ucal,0,2026092300,pooled,2048,6846,0.030031588162900524,0.00310034736426625,0.05848891661116033,0.01669311549763736,0.0206554939664243,0.024177954734918183,5.7134941545343453e-05,0.05121244822611526,0.0,0.021296401696702435,0.011447416756295093,0.004935993203270387,0.04761668365636612
0.05,0,2,Ucal,1,2026092301,context_0,1958,6515,0.03479791723900055,0.0025295583552937652,0.06465114111312208,0.01859763692505399,0.02184293164134976,0.023085565549742587,5.3967936171062526e-05,0.05146451969928408,0.0,0.02251637809188664,0.011593638533598852,0.004856034972415789,0.04777539224884304
0.05,0,2,Ucal,1,2026092301,context_1,90,331,0.028823111596113494,0.01958191593699362,0.06002549759625776,0.1010190660827208,0.043803609069459744,0.04769351983893977,0.0023679526487847807,0.058595056823621386,0.0,0.03391238670694861,0.07182121900064631,0.03932843936787212,0.17301638502289707
0.05,0,2,Ucal,1,2026092301,pooled,2048,6846,0.03366553834245606,0.0033167882255941963,0.06433272044819345,0.016897566497735807,0.02181602738978683,0.02416129678181074,4.168853453597127e-05,0.05132002364225616,0.0,0.021296401696702435,0.010011006755126308,0.004253005873249363,0.04551431662289874
0.05,0,2,Ucal,2,2026092302,context_0,1958,6515,0.03386546997635642,0.00683420112542621,0.06246109258429558,0.016891203994599868,0.023772561111684187,0.019753331424485238,4.386685074372047e-05,0.05179599914463978,0.0,0.02251637809188664,0.010963734097714742,0.008442791272601856,0.045725060234733494
0.05,0,2,Ucal,2,2026092302,context_1,90,331,0.03834744604762537,0.019674904276817888,0.0716616255394254,0.08363495887579245,0.030057048853740623,0.009284700065487358,0.000984861430337719,0.05218651664718439,0.0,0.03391238670694861,0.060314506636216944,0.03649255560899185,0.1691596377909251
0.05,0,2,Ucal,2,2026092302,pooled,2048,6846,0.033577405498835755,0.0074383380898047175,0.06274370811671899,0.01532484393735143,0.023615231910172674,0.018476357340788827,5.784499197278585e-05,0.05164157694360323,0.0,0.021296401696702435,0.006693921819884087,0.009601903150527141,0.045482845296980316
0.05,0,2,Ucal,3,2026092303,context_0,1958,6515,0.033730490918913225,0.007541117300579572,0.06438070137708575,0.016319833023542722,0.020761635851783145,0.026090232206319036,5.047496478244781e-06,0.05125700512889588,0.0,0.02251637809188664,0.008583008048356341,0.0024269802643696915,0.045678792120684535
0.05,0,2,Ucal,3,2026092303,context_1,90,331,0.038808837689399654,0.007113947687617517,0.0647429381657388,0.07976586646812989,0.05342267968628161,0.08395298106759808,0.00038163875501094017,0.07733874484257557,0.0,0.03391238670694861,0.051826310139072705,0.011065180772513958,0.17321011084626464
0.05,0,2,Ucal,3,2026092303,pooled,2048,6846,0.03385743304962813,0.006946993240673324,0.06437522253993734,0.01611599385967803,0.020486689104844302,0.028795344509898527,1.4138502536373076e-06,0.05133966274892337,0.0,0.021296401696702435,0.007920601645526649,0.002457761945408559,0.04512633610926725
0.05,0,2,Ucal,4,2026092304,context_0,1958,6515,0.03249789978878703,0.002865223912164749,0.06190232654107106,0.026082853221667226,0.02306969072805154,0.022447900669255477,5.245535242956234e-05,0.05223903975351786,0.0,0.02251637809188664,0.02033149367218517,0.006351474309210668,0.0505312144085091
0.05,0,2,Ucal,4,2026092304,context_1,90,331,0.02795793004895974,0.0059190590546575345,0.0626238217264044,0.08163469376961421,0.02923074601186254,0.016557484539150638,0.0017238836847020453,0.05267377377566357,0.0,0.03391238670694861,0.056836043503697,0.03964947552763207,0.16707411744458953
0.05,0,2,Ucal,4,2026092304,pooled,2048,6846,0.03169103247302485,0.0029676227522400615,0.0618022673669979,0.023493061414526818,0.022485172148372257,0.02218012689974244,5.9923103027466904e-05,0.052064206631522704,0.0,0.021296401696702435,0.018362788205817243,0.0077346047312952275,0.04878139269455058
0.05,0,2,E,0,2026092300,context_0,1958,6515,0.029509329811144125,0.0028856003866228894,0.058144554119586335,0.017828719538231053,0.020805770373806265,0.022549731529782888,1.5348029468034068e-05,0.05130155885910744,0.0,0.02251637809188664,0.013296622411501594,0.010813470049589467,0.05253099507991372
0.05,0,2,E,0,2026092300,context_1,90,331,0.049459612516528,0.01158139491714202,0.06547647210355007,0.07200059064665093,0.04083923190308738,0.059253234783666536,0.0016901957341837123,0.05842382739443163,0.0,0.03391238670694861,0.04871986062806342,0.03342582636664342,0.17296044087679072
